chrom	start	end	region	coverage	sample	aggregation_time
MN908947.3	29486	29866	nCoV-2019_98	3977	SAMPLE_03	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	1420	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	4517	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	3190	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	2538	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	1878	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	2183	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	3559	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	4079	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	4180	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	5954	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	3532	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	2213	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	3642	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	7720	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	5693	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	3718	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	2109	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	7021	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	5287	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	3073	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	10070	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	4153	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	1948	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	5155	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	6130	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	4639	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	5065	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	4039	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	4536	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	4983	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	9023	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	7178	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	4186	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	4819	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	4878	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	6519	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	7498	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	9465	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	4637	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	4268	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	6005	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	6574	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	4091	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	15277	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	7563	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	4039	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	4088	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	3255	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	4794	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	2440	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	4479	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	4200	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	5836	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	5762	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	3675	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	7056	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	8230	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	4378	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	3723	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	4433	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	4781	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	6548	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	3143	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	97	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	3284	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	1355	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	849	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	4605	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	4133	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	720	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	2124	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	2739	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	1588	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	421	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	1972	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	2120	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	4438	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	3059	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	2094	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	3478	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	2515	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	5283	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	5652	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	3187	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	6085	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	3438	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	3914	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	3542	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	5401	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	3217	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	1139	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	2804	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	3702	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	5043	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	3782	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	4595	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	5441	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	4276	SAMPLE_04	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	4003	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	6854	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	5525	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	5338	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	879	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	2511	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	1081	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	3040	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	499	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	7065	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	6136	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	1638	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	3625	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	8611	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	6004	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	5012	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	42	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	9303	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	9361	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	4137	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	12164	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	5624	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	420	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	1706	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	9564	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	6760	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	8557	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	3949	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	2664	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	7418	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	5566	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	11279	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	2526	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	6396	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	6229	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	6392	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	13442	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	10091	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	4364	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	7825	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	10023	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	10787	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	7096	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	15527	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	3324	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	1829	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	6962	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	5918	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	8875	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	2598	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	5191	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	7397	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	11008	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	4256	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	2289	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	10142	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	15284	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	6827	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	5866	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	7226	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	9001	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	12472	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	5189	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	69	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	3429	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	1046	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	226	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	4809	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	6806	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	457	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	712	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	4076	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	2170	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	257	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	3006	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	1851	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	8125	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	4074	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	2234	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	4548	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	3303	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	9172	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	9858	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	5048	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	3435	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	671	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	4102	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	2845	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	3268	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	4213	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	39	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	3612	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	7054	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	6916	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	1330	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	3904	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	4461	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	4293	SAMPLE_08	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	5239	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	5707	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	6317	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	5897	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	141	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	1001	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	144	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	555	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	197	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	1557	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	3254	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	456	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	382	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	2989	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	2142	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	63	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	7664	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	5453	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	222	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	3367	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	580	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	3488	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	134	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	288	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	3410	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	1441	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	203	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	8589	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	846	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	1779	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	8743	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	1831	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	10514	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	7208	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	17012	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	126	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	174	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	5037	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	588	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	931	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	6052	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	9449	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	112	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	1214	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	19004	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	5353	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	4679	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	4770	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	3987	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	5881	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	45	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	1678	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	36	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	2305	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	60	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	222	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	6254	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	474	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	53	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	128	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	0	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	3145	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	462	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	2794	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	2388	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	11113	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	1296	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	6024	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	146	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	32	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	1510	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	3717	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	909	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	2796	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	2	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	2365	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	6006	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	3028	SAMPLE_09	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	124	SAMPLE_09	2026-05-21 19:31:50
