cell_id	cluster	gene_01	gene_02	gene_03	gene_04	gene_05	gene_06	gene_07	gene_08	gene_09	gene_10	gene_11	gene_12	gene_13	gene_14	gene_15	gene_16	gene_17	gene_18	gene_19	gene_20	gene_21	gene_22	gene_23	gene_24	gene_25	gene_26	gene_27	gene_28	gene_29	gene_30	gene_31	gene_32	gene_33	gene_34	gene_35	gene_36	gene_37	gene_38	gene_39	gene_40	gene_41	gene_42	gene_43	gene_44	gene_45	gene_46	gene_47	gene_48	gene_49	gene_50	gene_51	gene_52	gene_53	gene_54	gene_55	gene_56	gene_57	gene_58	gene_59	gene_60
cell_0113	cluster_1	0.0	15.253	5.764	0.0	2.92	4.933	5.19	2.861	2.047	5.546	1.667	1.434	0.0	1.818	1.75	2.271	0.0	1.312	1.374	1.755	1.755	0.0	2.907	10.716	4.286	2.434	0.822	5.555	1.133	2.387	2.487	2.455	3.875	0.635	1.118	6.626	0.0	2.712	1.882	0.0	13.559	1.489	6.638	2.158	3.867	0.441	2.242	5.335	1.352	0.0	2.38	8.815	1.029	3.94	4.483	5.699	7.838	0.0	0.818	0.0
cell_0154	cluster_1	18.13	32.793	1.895	0.578	4.453	3.792	3.205	4.346	3.869	0.0	0.875	0.747	9.528	7.277	4.549	3.986	1.309	1.486	0.0	2.355	9.474	1.757	0.0	3.313	0.0	1.089	6.025	2.703	0.536	5.804	1.363	5.828	0.0	4.501	4.859	7.606	4.827	0.0	5.733	0.0	2.696	20.768	2.95	6.573	1.849	4.128	4.837	0.965	2.957	7.771	0.0	2.599	5.626	0.0	3.525	1.863	3.756	2.585	1.71	0.0
cell_0322	cluster_2	0.0	1.45	11.364	6.015	4.653	1.535	6.878	1.265	2.457	0.887	2.416	3.335	4.434	1.076	5.58	1.518	4.376	2.299	3.886	0.449	1.908	0.73	3.109	2.957	0.472	3.474	1.991	1.131	0.879	2.186	1.196	0.944	1.571	0.917	0.913	1.271	1.562	0.546	4.689	4.291	1.771	1.538	0.698	1.938	2.621	1.642	2.402	3.278	1.291	1.096	8.05	1.716	10.354	0.0	1.111	1.527	0.874	0.701	1.924	2.143
cell_0497	cluster_3	4.684	0.632	2.174	1.644	13.851	27.733	10.095	3.435	0.0	3.393	1.718	2.375	1.437	1.223	2.21	4.083	3.957	0.0	1.258	1.288	4.235	3.493	0.946	2.36	1.303	3.643	1.623	2.504	1.653	2.732	0.659	0.904	5.399	0.53	1.26	0.965	1.208	0.0	0.922	1.059	2.322	4.009	4.56	0.819	5.249	3.761	1.626	6.327	3.01	3.989	2.902	0.0	2.513	2.163	1.624	1.867	3.901	3.844	4.63	6.462
cell_0192	cluster_1	16.907	21.538	1.62	1.537	0.889	2.866	2.197	2.478	4.198	0.0	2.449	1.423	1.316	1.227	1.987	1.338	1.817	2.079	2.355	7.445	0.472	0.0	0.655	1.105	6.417	2.454	2.0	8.732	3.305	1.632	2.033	0.0	4.392	2.432	2.169	1.916	1.27	0.0	1.817	0.822	7.845	0.0	5.24	1.548	5.235	1.65	8.962	1.935	2.516	0.0	2.707	2.323	1.896	2.509	0.666	0.907	5.726	2.776	1.533	2.174
cell_0029	cluster_1	14.886	16.8	1.763	3.346	2.867	3.973	1.883	6.813	5.699	1.252	5.736	2.127	2.561	4.136	1.944	1.418	0.0	4.456	1.424	3.393	2.317	5.418	7.419	0.695	2.459	1.432	0.9	3.807	2.488	3.077	0.0	2.652	2.496	1.79	0.878	3.591	1.557	1.096	1.648	1.288	3.588	0.0	2.646	0.937	1.006	17.015	1.07	0.606	3.585	3.814	1.097	2.957	3.58	3.008	2.102	2.647	3.025	2.041	2.088	1.295
cell_0374	cluster_2	0.0	1.915	21.93	6.823	1.44	3.036	4.042	1.824	2.187	1.004	0.0	2.044	1.41	1.727	2.267	0.952	1.617	1.659	0.806	1.214	1.38	1.651	0.0	3.104	2.443	4.973	17.985	3.924	1.459	4.653	1.45	2.573	0.922	4.285	0.0	1.084	1.481	2.356	5.671	5.554	1.698	3.527	2.693	0.859	0.931	0.0	0.0	0.0	2.441	1.173	3.046	1.366	3.836	1.956	1.817	2.851	1.441	1.685	1.356	2.114
cell_0011	cluster_1	53.975	11.006	3.295	1.679	3.754	1.101	2.99	6.68	2.339	3.664	2.165	1.162	0.655	2.694	2.435	4.989	2.983	14.348	2.775	5.604	5.598	6.883	13.199	10.25	3.356	2.206	7.792	0.796	1.59	4.302	13.837	5.096	1.359	3.905	5.43	2.362	2.262	3.971	2.871	0.0	4.637	1.86	4.162	4.908	4.201	5.02	5.508	2.835	0.0	3.741	12.152	2.018	2.662	0.0	0.0	0.949	0.0	1.094	5.775	2.61
cell_0084	cluster_1	48.891	76.805	1.299	3.56	1.586	7.375	3.29	7.328	1.965	6.469	1.645	1.872	2.854	2.482	6.813	2.631	1.101	0.0	0.0	1.245	4.477	1.663	4.329	9.527	1.42	1.186	0.482	0.0	2.58	4.663	11.9	3.1	4.043	10.935	1.106	1.279	2.014	1.99	1.339	0.849	0.0	0.0	4.014	4.333	2.026	7.858	1.237	0.0	4.481	0.0	1.763	3.406	1.793	4.917	1.525	0.371	3.071	2.239	6.015	3.32
cell_0378	cluster_2	1.289	0.855	19.476	18.216	1.727	5.08	2.132	1.609	3.795	2.637	0.87	2.714	2.22	6.13	3.268	6.282	1.173	1.553	2.083	1.664	7.572	0.0	2.312	5.527	4.818	4.028	2.455	2.9	0.79	5.055	4.402	1.65	1.891	1.742	6.191	0.0	1.749	3.283	0.921	1.346	6.498	3.318	1.039	1.151	0.0	2.715	2.256	2.031	3.134	1.525	1.102	1.356	0.0	0.0	1.892	2.129	3.081	2.301	5.917	2.402
cell_0175	cluster_1	27.723	105.972	6.569	1.449	1.182	1.449	0.0	1.555	4.398	2.475	11.496	1.508	2.151	1.58	2.841	2.0	1.25	1.584	0.452	1.23	1.45	2.628	2.409	8.3	2.347	1.588	7.488	3.674	6.163	1.435	3.733	3.951	1.02	0.0	2.764	3.134	4.726	1.927	4.045	2.07	3.449	12.215	0.923	4.415	3.625	2.601	0.0	5.421	0.532	4.265	4.126	3.849	2.022	2.344	5.831	2.061	3.425	6.28	0.0	0.0
cell_0369	cluster_2	6.95	5.025	31.965	57.47	4.162	0.0	3.506	2.178	3.019	4.284	7.533	4.706	2.807	5.21	2.604	1.901	6.551	4.626	4.674	2.068	28.838	4.086	1.914	2.128	9.771	4.106	1.663	1.662	5.734	1.439	2.727	6.031	3.854	1.317	2.344	3.296	3.564	5.783	8.46	0.0	0.865	1.598	0.0	0.0	1.295	0.998	2.365	0.329	0.0	2.63	0.0	1.321	6.324	2.234	1.842	0.0	3.721	5.731	3.993	1.589
cell_0364	cluster_2	5.594	2.046	13.259	55.678	9.266	2.36	3.174	5.393	3.293	3.136	2.919	1.673	2.676	1.465	3.432	0.0	2.849	4.223	8.851	2.907	1.156	1.29	0.824	4.981	1.576	2.172	0.794	3.04	2.543	2.057	4.844	1.837	0.891	1.125	3.246	5.296	2.844	4.64	1.204	1.474	0.0	0.807	4.781	2.729	1.25	6.057	1.449	2.597	7.023	1.287	24.788	0.0	0.928	1.817	2.671	0.0	1.692	1.224	0.42	2.159
cell_0440	cluster_3	0.906	1.076	3.442	0.0	22.222	62.287	1.404	6.438	3.345	3.646	0.64	8.698	1.204	8.11	5.009	1.643	0.0	0.767	6.494	2.729	2.394	0.0	2.335	2.767	2.768	2.04	2.433	4.271	4.687	0.599	4.444	3.104	3.106	2.771	5.541	1.45	2.508	7.842	7.962	1.355	0.0	3.328	3.389	0.806	4.187	0.0	1.614	2.642	4.159	1.134	4.625	1.8	2.36	2.504	1.721	0.0	1.25	8.095	2.14	1.413
cell_0390	cluster_2	1.476	4.467	0.0	5.541	0.0	0.675	1.84	2.537	8.167	3.336	3.335	8.174	0.0	0.916	0.556	2.791	3.171	1.261	7.35	7.171	4.84	3.026	1.038	4.386	0.0	1.199	1.131	2.638	1.483	1.536	0.825	5.775	2.359	1.183	1.644	1.946	7.631	1.229	1.881	0.523	1.253	0.754	0.938	1.13	3.117	4.397	1.43	1.394	1.966	0.0	2.362	2.288	2.185	2.435	1.266	2.326	0.198	3.88	4.929	2.931
cell_0254	cluster_2	5.051	5.208	39.956	33.884	2.841	0.0	9.434	0.993	1.179	5.373	2.131	2.805	1.212	1.248	1.487	0.0	1.216	3.45	3.547	0.688	1.338	7.395	4.999	2.23	1.749	1.321	6.84	3.317	5.314	3.304	1.145	1.495	1.694	6.394	5.663	2.857	0.0	1.706	1.145	0.0	3.796	1.277	2.348	2.797	2.636	3.063	12.645	2.867	1.212	2.854	2.554	4.499	1.497	1.306	1.722	2.135	3.288	0.44	3.317	0.0
cell_0038	cluster_1	20.935	48.703	3.194	1.057	1.757	1.861	2.015	15.02	0.0	4.39	5.538	3.268	0.479	10.034	2.331	1.916	1.976	5.895	8.306	2.034	2.753	1.035	5.207	0.921	8.994	4.265	1.897	1.066	6.247	2.135	1.841	1.266	2.47	7.17	0.0	1.312	0.575	5.444	1.634	2.473	0.0	3.075	1.672	0.603	2.768	1.711	5.785	5.053	1.018	1.18	0.538	0.825	4.539	0.964	1.422	9.543	0.267	1.275	1.215	1.726
cell_0228	cluster_2	6.978	2.209	20.884	52.518	10.458	5.412	3.433	4.212	3.769	9.497	7.608	8.087	30.016	0.0	7.502	1.038	5.311	1.629	10.568	0.0	4.32	8.804	3.066	2.805	2.057	0.0	2.253	8.133	3.805	6.866	0.0	2.199	1.474	2.551	2.664	4.974	1.123	2.413	4.371	12.112	3.626	6.565	4.948	3.114	4.494	5.794	0.0	2.575	4.217	2.724	1.876	4.886	2.45	6.51	0.0	1.829	0.809	10.375	1.578	17.045
cell_0211	cluster_1	37.0	21.535	4.247	4.32	9.429	1.889	3.511	2.247	10.943	5.339	4.508	1.541	2.651	0.829	6.395	0.0	10.31	2.366	1.27	1.849	1.213	5.128	6.436	15.922	8.274	5.419	7.436	8.219	0.0	1.241	2.267	1.904	0.0	3.243	6.779	0.824	11.407	3.501	2.187	9.629	8.591	2.228	2.694	2.832	0.0	3.445	0.0	11.27	1.261	9.86	10.758	0.0	6.455	5.276	4.374	0.0	1.297	2.73	2.363	2.132
cell_0379	cluster_2	8.034	2.69	20.726	9.313	3.444	3.133	10.7	4.972	7.883	15.015	3.488	9.982	6.848	3.232	2.252	4.726	4.146	9.341	3.42	5.162	3.341	3.932	2.527	10.247	13.753	6.744	4.045	4.43	9.953	2.31	2.549	2.93	3.099	4.885	9.091	6.312	2.008	0.0	0.0	4.484	0.651	3.759	7.039	2.992	12.951	3.948	0.0	3.325	9.399	13.436	3.912	6.962	4.407	3.931	3.188	1.835	2.324	2.552	1.915	6.434
cell_0442	cluster_3	2.462	4.464	1.219	4.59	10.24	35.304	1.509	1.164	0.232	3.256	1.484	0.798	1.685	1.706	2.821	0.789	2.058	1.015	0.0	4.145	2.37	0.0	4.65	4.74	1.685	1.928	4.204	2.245	2.486	0.0	1.285	1.903	0.705	1.56	4.238	3.076	0.0	2.547	1.009	4.748	6.278	0.849	3.126	4.001	1.656	4.136	5.584	1.543	1.283	2.091	7.27	5.224	1.077	2.413	3.254	5.294	0.0	4.85	6.643	1.339
cell_0385	cluster_2	1.537	1.836	20.777	44.785	3.923	0.0	0.0	2.556	1.799	3.636	9.658	1.023	21.853	0.0	0.0	6.015	1.524	2.974	3.319	1.859	4.349	0.7	0.0	10.091	2.268	2.752	2.767	9.991	4.913	1.609	1.38	2.415	2.093	3.696	3.433	1.836	4.252	4.049	3.247	4.946	1.931	0.0	0.628	2.129	4.486	3.253	5.383	2.547	5.147	6.648	1.613	8.568	2.548	3.19	3.562	4.125	3.705	5.954	2.417	4.162
cell_0598	cluster_3	9.871	4.179	0.0	2.319	17.947	16.16	0.764	6.365	0.474	1.211	5.732	1.642	2.977	4.078	1.316	1.16	2.756	5.926	3.99	2.41	3.887	1.28	5.257	3.581	5.072	3.458	1.269	1.042	0.609	3.035	2.489	8.725	2.401	1.889	3.702	3.728	1.385	0.739	2.948	3.788	2.643	1.574	2.699	4.41	4.867	1.607	3.588	1.46	8.337	1.807	1.702	2.839	5.566	5.05	0.859	1.769	8.302	0.0	3.557	2.331
cell_0282	cluster_2	2.518	3.081	76.161	32.864	6.135	0.547	2.516	0.0	1.016	2.099	1.509	5.255	3.622	1.055	1.898	1.168	0.0	0.583	1.87	3.939	2.494	0.84	6.217	8.153	0.0	2.412	2.652	25.49	2.477	2.328	0.513	1.627	3.009	1.792	0.0	0.0	6.474	1.064	3.786	1.441	2.701	0.814	6.408	0.639	1.363	1.045	1.292	1.983	0.0	0.0	6.397	0.668	1.231	1.871	2.887	1.253	1.68	1.75	3.701	6.872
cell_0253	cluster_2	0.0	6.062	15.933	10.989	5.774	5.054	0.0	0.473	2.258	6.362	1.655	3.652	3.788	2.935	2.538	0.0	2.975	1.586	6.0	9.309	0.0	0.79	3.207	2.764	4.167	2.242	1.2	1.92	1.584	2.299	11.27	3.136	1.937	4.48	3.814	2.071	1.41	3.107	4.755	1.426	6.617	2.023	2.521	2.858	7.105	7.275	0.0	1.924	1.939	1.766	9.483	1.512	4.833	14.113	0.0	3.11	2.886	4.425	2.709	3.143
cell_0404	cluster_2	3.539	6.839	56.98	30.868	1.053	3.247	4.81	0.0	2.151	21.98	10.43	5.672	8.471	7.879	3.625	4.166	1.898	1.295	5.429	3.933	0.0	17.16	6.896	5.744	18.996	2.711	2.74	3.9	4.887	3.541	0.0	15.447	47.936	5.788	19.443	1.489	3.612	8.243	11.91	5.348	7.704	4.005	3.908	3.184	7.53	18.661	7.152	2.684	2.449	7.629	8.443	3.93	5.137	3.801	14.542	1.56	3.214	4.545	4.465	0.0
cell_0570	cluster_3	2.217	2.565	1.042	1.772	56.323	24.01	0.0	1.739	0.917	1.736	0.778	5.42	4.335	1.817	5.646	0.0	1.647	2.041	0.476	1.888	1.223	1.024	1.859	3.052	2.399	1.293	2.37	4.082	3.038	1.68	5.665	2.878	0.788	2.885	3.016	2.319	1.786	2.095	4.482	0.0	1.911	9.238	0.672	3.166	0.817	1.386	2.389	2.092	0.0	1.369	2.803	4.297	1.332	0.0	3.584	2.09	1.366	2.24	4.452	0.788
cell_0456	cluster_3	0.683	0.789	2.994	2.627	11.718	21.525	2.484	4.492	0.307	1.098	3.164	2.816	1.276	1.298	11.056	2.556	3.008	0.0	3.668	1.048	1.277	1.173	0.477	1.878	0.0	2.827	2.842	0.751	9.91	1.776	1.247	5.484	1.603	0.676	1.169	5.337	2.998	3.159	1.925	3.19	1.516	4.861	4.143	0.977	1.879	0.0	5.42	1.351	3.123	2.32	0.914	2.58	2.235	1.99	2.576	0.901	3.065	2.511	9.694	2.601
cell_0555	cluster_3	6.611	8.553	1.579	0.261	15.501	19.141	5.003	2.532	0.95	5.142	1.923	3.147	3.207	0.856	1.096	2.753	0.0	0.644	0.0	1.302	2.693	1.0	0.641	1.29	8.347	0.973	5.092	5.731	0.899	3.762	5.988	6.414	0.0	1.776	1.337	0.282	3.149	1.792	4.241	2.655	3.114	1.348	2.182	0.324	4.113	2.383	3.613	1.897	1.638	2.82	1.278	0.476	2.985	0.367	2.483	0.764	1.221	0.0	12.38	2.397
cell_0080	cluster_1	20.753	11.523	6.095	0.0	1.394	2.868	3.419	1.803	0.0	2.423	1.032	5.355	0.0	5.794	5.604	0.932	4.045	0.638	2.209	1.885	7.526	2.078	3.043	1.669	5.61	4.622	2.111	0.461	0.63	0.0	1.025	2.11	3.241	1.536	2.425	0.0	6.443	1.101	1.026	1.921	1.261	5.039	0.941	0.465	2.029	4.075	1.975	6.033	3.772	1.619	0.421	1.325	1.532	3.737	2.821	1.036	10.64	1.202	0.467	2.482
cell_0271	cluster_2	2.317	0.0	23.035	34.55	2.401	4.018	1.523	0.908	1.96	4.13	1.485	1.868	2.542	2.246	0.0	1.076	1.129	1.475	1.579	1.06	2.423	1.367	2.549	1.014	1.94	6.28	2.447	2.7	1.313	0.809	1.691	2.315	3.757	0.907	3.573	1.259	2.696	1.603	2.952	2.93	4.694	0.0	28.189	0.0	2.893	3.664	0.269	1.767	9.283	0.828	3.641	6.767	4.997	0.0	2.692	1.783	1.723	1.979	2.322	3.499
cell_0438	cluster_3	4.09	3.547	1.748	1.567	15.591	39.787	4.792	6.713	0.628	5.717	7.986	2.188	1.443	2.67	0.0	0.0	3.629	4.414	6.293	3.97	6.334	0.0	5.576	1.946	0.0	3.48	1.013	3.33	6.695	0.0	4.042	1.884	1.463	0.0	0.866	5.179	1.082	4.038	13.997	1.032	3.683	0.936	5.402	2.024	4.7	1.567	0.0	1.755	1.538	4.454	1.305	2.468	0.942	4.362	3.474	1.793	5.339	5.017	9.75	12.27
cell_0156	cluster_1	37.616	0.0	13.217	1.884	7.167	6.689	0.0	5.83	4.681	6.114	3.492	4.065	2.602	0.0	2.714	6.451	12.299	7.218	0.0	4.85	1.558	6.977	3.683	8.266	19.527	6.73	3.355	6.614	1.81	1.243	1.132	1.452	1.827	3.346	10.86	11.084	16.736	7.171	3.307	5.44	3.964	0.0	8.535	2.62	1.991	5.079	0.0	2.589	0.0	9.869	8.502	2.064	2.15	2.352	17.271	0.0	13.563	0.0	0.0	7.407
cell_0086	cluster_1	15.922	53.776	4.008	2.539	6.524	4.322	0.242	3.45	1.232	3.882	2.44	0.893	2.563	1.511	2.805	4.48	2.554	2.146	4.628	2.592	0.0	0.0	1.205	4.404	1.432	0.0	2.351	5.208	2.56	4.194	0.866	3.029	2.76	2.477	4.14	10.299	9.21	0.656	0.0	1.712	2.824	0.368	7.68	0.875	10.298	0.639	5.254	4.617	6.251	6.284	7.431	2.286	1.226	5.932	4.262	4.751	4.765	1.009	0.766	2.182
cell_0575	cluster_3	3.377	4.678	1.911	2.597	13.781	35.031	11.563	3.067	2.945	3.111	1.614	1.468	3.048	3.301	14.184	9.05	0.0	2.189	1.139	4.932	2.543	1.449	7.013	5.855	4.282	5.767	4.628	1.568	6.575	8.404	2.386	3.742	2.156	0.0	3.959	1.303	3.241	0.0	4.094	9.135	2.622	2.124	5.12	0.841	2.076	7.994	1.594	3.772	3.159	0.0	4.144	0.706	0.0	0.879	12.384	3.942	2.195	8.079	5.786	8.507
cell_0250	cluster_2	6.085	2.959	33.062	9.366	8.391	2.576	3.182	1.764	3.029	3.99	3.696	1.092	6.108	3.003	1.743	4.371	2.78	3.212	0.0	0.526	3.094	1.808	1.684	1.463	2.802	2.358	2.593	0.0	2.614	0.936	5.378	3.643	3.422	2.394	0.43	1.077	4.229	1.958	3.651	4.095	5.393	5.939	3.979	22.564	1.231	1.543	1.641	2.828	4.757	1.795	0.0	1.823	4.116	1.381	0.0	5.265	3.053	3.191	1.934	6.253
cell_0544	cluster_3	1.468	3.73	2.027	6.111	39.529	21.541	19.175	3.139	0.0	1.442	0.0	2.827	3.072	3.882	0.0	1.691	2.17	3.201	11.798	1.588	3.058	11.763	2.355	1.124	6.038	4.139	0.0	2.501	0.0	2.191	1.786	1.213	0.944	0.0	1.594	1.13	2.935	3.483	1.981	6.051	1.048	5.46	1.61	0.558	6.309	6.256	8.672	2.836	2.126	2.875	0.693	8.738	2.767	2.91	1.877	3.523	1.821	2.706	2.132	5.732
cell_0538	cluster_3	3.74	1.131	0.0	4.418	14.344	20.063	3.07	1.18	0.802	1.083	0.617	0.0	0.0	0.0	1.521	0.527	3.576	0.846	1.255	0.303	1.973	3.526	2.681	0.312	1.293	0.184	0.955	2.294	1.451	0.46	1.245	0.554	3.279	1.387	6.17	1.542	0.596	0.553	0.0	2.315	0.794	3.278	1.837	1.672	0.851	1.012	1.067	1.829	4.207	1.212	0.675	1.831	0.883	4.056	1.735	0.51	0.0	0.947	4.259	3.781
cell_0047	cluster_1	0.0	15.916	2.045	3.458	6.281	3.13	1.801	0.0	5.054	2.39	2.481	1.696	2.788	1.988	5.482	12.318	6.037	6.881	4.739	1.571	5.995	4.219	3.471	2.707	0.0	0.0	9.984	0.0	4.598	3.733	2.191	12.448	2.762	0.0	3.009	17.605	4.06	4.245	2.514	1.892	7.905	4.592	2.84	10.45	6.232	3.418	3.64	1.165	18.268	4.992	0.0	2.636	5.742	2.964	2.251	13.856	2.799	3.679	3.518	0.0
cell_0187	cluster_1	31.279	14.873	1.605	3.396	2.254	1.67	2.401	0.568	0.865	1.539	4.363	2.46	1.653	0.594	3.941	0.582	1.365	3.255	1.118	3.188	1.524	5.43	4.615	4.377	3.612	4.914	1.683	3.605	4.897	3.341	0.614	2.227	2.19	1.991	1.219	1.069	0.81	0.945	1.813	11.851	3.527	1.302	1.606	0.0	0.0	0.953	6.622	4.228	2.946	3.844	1.435	4.925	2.552	1.184	1.172	4.163	7.234	1.244	1.303	2.043
cell_0574	cluster_3	1.502	3.686	1.899	2.392	8.098	10.246	3.649	1.957	1.159	0.827	0.94	5.217	0.462	1.964	3.498	0.0	1.252	0.0	9.905	5.448	0.0	3.172	1.487	6.543	1.217	1.58	2.909	4.829	1.765	2.1	0.0	0.0	22.297	1.655	3.636	3.536	1.154	3.801	2.287	5.612	1.292	5.371	4.24	2.536	5.358	3.607	2.512	4.481	0.0	1.466	1.858	2.809	1.053	1.746	0.0	0.88	2.109	1.836	0.395	5.367
cell_0101	cluster_1	10.563	20.488	3.125	3.221	8.526	1.38	3.428	5.235	2.705	5.825	1.208	4.298	5.243	1.006	5.456	3.384	5.433	12.644	36.205	1.182	6.826	2.037	1.78	3.83	2.446	12.335	0.0	4.871	2.776	4.88	2.214	4.352	2.385	5.774	3.405	1.516	8.759	2.792	2.021	0.63	5.139	3.162	5.949	3.552	2.469	5.651	3.774	5.172	1.737	2.426	2.014	2.229	5.321	10.06	0.0	2.204	0.0	2.59	4.339	2.307
cell_0335	cluster_2	6.054	0.0	14.324	18.8	15.717	1.743	1.586	3.959	3.492	1.964	1.723	1.616	3.78	3.953	2.329	3.856	0.0	3.504	3.73	2.259	0.0	3.975	9.213	2.334	0.603	0.833	0.0	1.473	0.0	0.0	2.466	2.104	1.379	6.716	11.806	0.0	2.095	3.661	1.048	1.538	1.598	2.194	1.697	1.681	0.104	2.817	1.424	2.254	0.0	1.842	2.024	4.257	7.109	2.648	2.468	1.442	2.419	1.392	1.229	0.0
cell_0539	cluster_3	5.382	2.223	2.524	1.623	4.095	15.302	3.542	4.136	0.618	4.021	3.645	0.78	3.91	1.461	0.522	1.465	1.19	2.44	0.771	2.761	0.0	0.759	0.737	3.184	1.809	2.312	2.627	3.242	2.542	6.413	0.612	7.346	2.799	3.368	0.0	1.197	1.061	3.652	4.088	3.378	2.028	2.336	1.485	0.784	1.747	1.515	2.402	1.412	1.513	0.811	0.0	3.707	0.847	1.987	2.017	0.887	0.892	0.0	1.017	2.419
cell_0244	cluster_2	3.062	7.407	89.834	6.291	0.0	9.984	1.826	8.194	0.0	0.0	4.798	3.677	6.239	3.155	3.972	5.519	14.029	2.88	9.457	4.103	3.582	7.467	1.321	8.369	3.215	11.845	11.612	2.387	2.99	0.0	1.46	1.62	2.251	9.274	0.958	5.12	4.96	5.672	1.839	8.492	1.75	1.939	1.677	3.938	9.238	13.573	4.736	3.901	8.43	2.772	2.335	0.0	4.592	0.0	7.209	3.322	2.13	4.272	1.679	0.0
cell_0320	cluster_2	3.119	3.639	70.117	12.795	3.196	1.34	9.269	4.079	3.821	1.359	2.115	6.477	0.0	3.596	2.019	2.718	1.792	2.778	1.513	2.204	4.001	1.657	0.0	3.346	2.348	2.647	5.398	0.0	0.0	2.69	2.821	5.019	2.959	1.974	4.918	2.835	5.493	1.646	0.0	1.312	15.991	2.304	1.284	1.229	0.0	3.585	7.472	0.0	3.192	5.83	3.035	2.963	3.394	2.47	1.216	6.681	2.941	6.434	1.244	1.844
cell_0447	cluster_3	6.246	0.471	0.0	1.041	21.706	99.418	13.169	2.627	1.077	3.84	2.358	6.516	1.576	14.582	2.956	0.0	7.551	1.394	1.273	0.0	8.407	3.053	3.539	1.889	2.822	3.833	3.859	1.213	17.643	4.362	2.19	4.067	3.595	1.217	1.491	8.808	3.664	1.831	2.109	5.055	2.361	2.365	10.089	0.556	1.022	2.855	2.844	6.499	0.656	1.836	0.0	3.366	2.586	1.503	1.363	4.061	3.233	4.255	0.0	1.548
cell_0468	cluster_3	1.688	3.58	5.803	3.895	66.747	31.657	9.975	2.622	1.323	2.12	5.588	4.158	3.213	2.064	2.965	0.0	0.0	1.897	0.0	3.283	2.618	4.473	3.211	0.0	8.713	3.171	9.697	2.506	1.26	3.324	4.295	4.935	1.791	9.874	3.86	4.13	1.269	12.247	1.829	1.863	4.042	1.741	1.419	2.529	0.0	1.031	4.73	3.018	1.927	2.5	6.869	0.0	0.0	2.051	5.223	3.016	1.821	1.041	3.156	8.666
cell_0424	cluster_3	4.834	0.0	4.095	1.302	48.161	0.0	21.343	4.565	3.207	0.766	7.584	2.056	3.52	5.342	3.385	1.65	9.854	7.252	2.047	7.623	5.185	5.057	12.744	6.077	4.553	5.048	2.447	6.29	1.663	1.06	3.102	0.897	2.546	0.0	13.717	1.746	6.634	7.055	3.858	0.0	3.407	8.743	3.768	3.249	4.075	3.457	5.619	1.284	21.664	0.0	2.429	1.162	4.531	5.595	2.128	2.713	6.608	2.548	0.0	0.856
cell_0482	cluster_3	1.254	3.217	0.909	4.831	14.399	9.079	6.947	9.685	1.164	1.241	6.699	2.658	2.35	0.757	2.25	10.933	3.066	2.548	1.911	2.764	1.162	2.467	3.046	1.958	1.889	3.749	4.28	3.605	3.554	0.682	1.305	7.467	5.084	0.587	0.0	1.67	2.973	2.981	0.0	0.0	0.0	3.646	5.541	3.37	3.555	3.788	2.37	1.558	1.132	1.322	1.254	1.451	1.291	4.072	0.488	4.423	0.0	2.54	2.31	1.912
cell_0177	cluster_1	7.133	24.884	5.345	4.14	11.031	0.0	3.756	3.496	0.0	1.338	2.312	4.425	2.826	0.0	15.21	5.565	1.728	0.0	0.0	2.066	8.252	4.111	0.0	0.0	8.312	1.545	2.363	2.477	3.584	5.409	0.0	1.243	2.792	7.49	0.831	3.286	5.932	4.081	1.31	3.077	1.178	1.344	7.873	4.672	1.139	7.498	3.557	8.21	10.297	0.0	0.0	0.677	1.303	0.754	4.193	4.285	3.327	4.742	4.581	1.956
cell_0165	cluster_1	6.975	26.826	4.691	2.534	1.901	0.0	9.151	0.884	0.88	3.238	1.104	0.0	3.338	0.982	2.513	11.696	2.276	0.0	1.144	3.765	1.102	3.341	2.531	2.876	4.734	4.648	3.854	1.531	0.944	5.245	2.508	9.662	6.502	1.941	3.461	2.067	1.339	9.028	2.496	1.63	3.061	1.755	2.86	1.142	2.778	5.979	4.89	0.791	0.0	1.877	0.0	1.404	0.536	2.611	2.573	1.546	0.83	3.404	1.623	0.62
cell_0191	cluster_1	19.445	12.2	1.505	1.297	1.412	0.819	6.295	0.856	1.348	1.077	1.087	0.0	0.932	0.875	0.698	2.562	0.0	2.271	1.815	0.0	2.815	1.869	2.099	1.469	5.402	1.479	2.45	1.313	5.415	0.344	2.866	0.724	3.6	0.934	9.624	1.331	5.174	0.0	1.136	3.362	1.481	1.557	4.342	0.427	1.282	1.89	1.215	1.006	1.601	2.424	0.42	0.666	0.0	0.677	2.316	6.854	2.347	6.005	1.559	0.854
cell_0397	cluster_2	0.819	0.866	41.547	0.0	1.224	1.422	2.342	2.174	3.929	2.606	7.135	1.419	1.854	2.544	1.133	3.124	0.787	2.117	0.0	2.831	3.211	4.411	5.578	0.0	4.664	1.318	0.0	9.429	8.472	2.341	2.569	3.096	1.279	3.073	1.687	3.014	8.239	0.0	0.0	3.052	0.0	3.65	5.72	2.495	4.91	3.996	1.349	1.711	0.99	2.977	1.604	5.789	2.097	2.943	0.916	4.677	6.193	1.465	2.478	2.207
